,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff
668,Hanson2016_669,Aventicum,Avenches,Germania Superior,Switzerland,3,18 E3,-15,,Bedon 2001; Bedon et al 1988; Benario 1981; Golvin 1988; MacMullen 2000; McEvedy 2011; PECS; Russell 1958; Salmon 1969; Sear 2006; Woloch 1983.,36.0,Urban grid and topography,"['Civitas capital', 'Colonia']","['Amphitheatre', 'Baths', 'Baths', 'Baths', 'Curia', 'Forum', 'Sanctuary (Le Cigognier)', 'Temple', 'Temple', 'Temple of Jupiter', 'Temple of Mercury or Matronae (La Grange du Dime)', 'Theatre-sanctuary', 'Urban grid', 'Walls', 'Theatre']",15,POINT (7.046867999999999 46.882694),669,63.0,63.0,63.0,5022.0,5022.0,1.0
669,Hanson2016_670,Epamanduodurum,Mandeure,Germania Superior,France,4 or 5,18 D2,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS; Sear 2006.,41.0,Urban grid,,"['Aqueduct', 'Arch', 'Baths', 'Forum', 'Sanctuary', 'Temple', 'Temple', 'Temple', 'Theatre', 'Urban grid']",10,POINT (6.806111 47.451944),670,,,,,5976.0,
670,Hanson2016_671,Lopodunum,Ladenburg,Germania Superior,Germany,4 or 5,12 B3,100,,BNP; PECS; Sear 2006.,42.0,Walls,,"['Basilica', 'Fort', 'Forum', 'Temple', 'Theatre', 'Urban grid', 'Walls']",7,POINT (8.614162 49.47416),671,64.0,64.0,64.0,6171.0,6171.0,1.0
671,Hanson2016_672,Lousonna,Lausanne,Germania Superior,Switzerland,4 or 5,18 D3,-15,,PECS.,,,,"['Basilica', 'Baths', 'Forum', 'Sanctuary', 'Sanctuary of Hercules', 'Sanctuary of Neptune', 'Temple', 'Urban grid']",8,POINT (6.602161 46.51530800000001),672,,,,,1000.0,
672,Hanson2016_673,Mogontiacum,Mainz,Germania Superior,Germany,2,11 I2,1,,McEvedy 2011; PECS; Russell 1958; Sear 2006; Wilson 2011; Woloch 1983.,101.0,Walls,['Provincial capital'],"['Amphitheatre?', 'Aqueduct', 'Fort', 'Sanctuary of Mogon', 'Theatre', 'Walls']",6,POINT (8.277769000000001 49.993057),673,,,,,19930.0,
673,Hanson2016_674,Noviodunum (Germania Superior),Nyon,Germania Superior,Switzerland,4 or 5,18 D3,-49,,Bedon 2001; Bedon et al 1988; BNP; Cornell and Mathews 1982; Golvin 1988; MacMullen 2000; PECS; Woloch 1983.,6.0,Urban grid,"['Colonia', 'Rights and privileges']","['Basilica', 'Baths', 'Forum', 'Forum', 'Macellum', 'Mithraeum', 'Theatre-amphitheatre', 'Urban grid']",8,POINT (6.238391 46.380833),674,65.0,65.0,65.0,2290.0,458.0,5.0
674,Hanson2016_675,Noviomagus (Germania Superior),Speyer,Germania Superior,Germany,4 or 5,11 I3,69,,BNP.,,,,"['Amphitheatre', 'Fort', 'Fort', 'Fort', 'Forum', 'Temple', 'Urban grid?', 'Walls']",8,POINT (8.431074000000001 49.319437),675,,,,,1000.0,
675,Hanson2016_676,Saletio,Seltz,Germania Superior,France,4 or 5,11 I4,41,,BNP.,20.0,Urban grid,,"['Baths', 'Forum?', 'Urban grid']",3,POINT (8.106202 48.895055),676,,,,,2290.0,
676,Hanson2016_677,Sumelocenna,Rottenburg am Neckar,Germania Superior,Germany,4 or 5,12 B4,90,,BNP; PECS; Sear 2006.,36.0,Walls,['Civitas capital'],"['Aqueduct', 'Baths', 'Theatre', 'Walls']",4,POINT (8.937749999999999 48.476887),677,,,,,5022.0,
677,Hanson2016_678,Vertillum,Vertault,Germania Superior,France,4 or 5,18 B2,-27,,PECS.,25.0,Inhabited area,,"['Baths', 'Forum', 'Temple', 'Temple?', 'Walls']",5,POINT (4.352002 47.917449),678,,,,,3086.0,
678,Hanson2016_679,Vesontio,Besançon,Germania Superior,France,3,18 D2,-49,,Bedon 2001; Bedon et al 1988; Golvin 1988; McEvedy 2011; PECS; Quinn and Wilson 2013; Wilson 2011.,82.0,Urban grid,['Civitas capital'],"['Acropolis', 'Amphitheatre', 'Aqueduct', ""Arch of Marcus Aurelius ('Black Gate')"", 'Baths', 'Bridge', 'Forum?', 'Nymphaeum', 'Sanctuary of Mercury Cissionius', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Urban grid', 'Walls', 'Walls']",16,POINT (6.022908 47.236543),679,,,,,15086.0,
679,Hanson2016_680,Vindonissa,Brugg,Germania Superior,Switzerland,3,18 F2,16,,Benario 1981; BNP; DGRG; Golvin 1988; PECS.,,,,"['Amphitheatre', 'Aqueduct', 'Fort', 'Forum', 'Walls']",5,POINT (8.206653999999999 47.47965),680,,,,,1000.0,
680,Hanson2016_681,Acci,Guadix el Viejo,Hispania Tarraconensis,Spain,3,27 B4,-27,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Rights and privileges']",['Temple of Neto / Mars?'],1,POINT (-3.134636 37.30030900000001),681,,,,,1000.0,
681,Hanson2016_682,Aeso,Isona,Hispania Tarraconensis,Spain,4 or 5,25 G3,-50,,BNP; Carreras Monfort 1995-1996.,4.0,Walls,['Rights and privileges'],"['Forum?', 'Walls']",2,POINT (1.044057 42.117837),682,,,,,267.0,
682,Hanson2016_683,Aquae Flaviae,Chaves,Hispania Tarraconensis,Portugal,3,24 D3,-50,,Carreras Monfort 1995-1996; PECS.,5.0,Walls,['Municipium'],"['Baths', 'Baths', 'Bridge', 'Forum?', 'Walls']",5,POINT (-7.468374000000002 41.739035),683,,,,,359.0,
683,Hanson2016_684,Asturica,Astorga,Hispania Tarraconensis,Spain,2,24 E2,-27,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000; PECS; Russell 1958.,26.0,Walls,"['Colonia', 'Conventus capital']","['Basilica', 'Baths', 'Baths', 'Comitium', 'Temple of Augustus', 'Urban grid', 'Walls']",7,POINT (-6.057345 42.455951),684,,,,,3252.0,
684,Hanson2016_685,Attacum,Unknown,Hispania Tarraconensis,Spain,-,-,-50,,DGRG.,,,['Municipium'],,0,POINT (1.793968 41.32989),685,,,,,1000.0,
685,Hanson2016_686,Baetulo,Badalona,Hispania Tarraconensis,Spain,3,25 H4,-100,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; PECS.,12.0,Urban grid,"['Municipium', 'Rights and privileges']","['Baths', 'Baths', 'Forum', 'Theatre?', 'Unidentified public building', 'Urban grid', 'Walls', 'Walls']",8,POINT (2.229379 41.431628),686,66.0,66.0,66.0,1157.0,1157.0,1.0
686,Hanson2016_687,Barcino,Barcelona,Hispania Tarraconensis,Spain,2,25 H4,-27,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,12.0,Walls,"['Colonia', 'Rights and privileges']","['Aqueduct', 'Aqueduct', 'Baths', 'Forum', 'Harbour', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Urban grid', 'Walls']",11,POINT (2.147368 41.349108),687,,,,,1157.0,
687,Hanson2016_688,Bilbilis,Calatayud,Hispania Tarraconensis,Spain,3,25 D4,-50,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,29.0,Walls,"['Colonia?', 'Municipium?', 'Rights and privileges', 'Rights and privileges']","['Baths', 'Nymphaeum', 'Temple', 'Temple', 'Theatre', 'Walls']",6,POINT (-1.608288 41.376648),688,,,,,3762.0,
688,Hanson2016_689,Bocchori,Unknown,Hispania Tarraconensis,Spain,4 or 5,27 inset,-27,,MacMullen 2000.,,,['Colonia?'],,0,POINT (3.138591 39.932414),689,,,,,1000.0,
689,Hanson2016_690,Bracara,Braga,Hispania Tarraconensis,Portugal,2,24 C3,-27,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000; PECS.,29.0,Urban grid,"['Colonia', 'Conventus capital']","['Amphitheatre', 'Aqueduct', 'Baths?', 'Forum', 'Macellum', 'Sanctuary of Tongoenabiagus', 'Temple of Isis?', 'Temple of the imperial cult', 'Theatre', 'Urban grid', 'Walls']",11,POINT (-8.42699 41.550136),690,,,,,3762.0,
690,Hanson2016_691,Caesaraugusta,Zaragoza,Hispania Tarraconensis,Spain,2,25 E4,-24,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Russell 1958; Salmon 1969; Sear 2006.,47.0,Walls,"['Colonia', 'Conventus capital', 'Rights and privileges', 'Rights and privileges']","['Aqueduct', 'Basilica', 'Baths', 'Forum', 'Temple of Augustus', 'Temple of Augustus', 'Theatre', 'Walls']",8,POINT (-0.878491 41.654027),691,67.0,67.0,67.0,7172.0,7172.0,1.0
691,Hanson2016_692,Calagurris,Calahorra,Hispania Tarraconensis,Spain,3,25 D3,-50,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS.,16.0,Walls,"['Municipium', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Baths', 'Bridge', 'Circus']",5,POINT (-1.965034 42.303719),692,,,,,1700.0,
692,Hanson2016_693,Carthago Nova,Cartagena,Hispania Tarraconensis,Spain,2,27 E4,-225,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Russell 1958; Salmon 1969; Sear 2006.,58.0,Inhabited area,"['Colonia', 'Conventus capital', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Comitium', 'Curia', 'Forum', 'Palaestra', 'Temple', ""Temple ('capitolium')"", 'Temple of Asclepius', 'Temple of Baal / Jupiter', 'Temple of Eshmun / Asclepius', 'Temple of the Augustales', 'Theatre', 'Walls']",14,POINT (-0.984266 37.599656),693,68.0,68.0,68.0,9498.0,9498.0,1.0
693,Hanson2016_694,Castulo,Cazona,Hispania Tarraconensis,Spain,3,27 B3,-50,,BNP; Carreras Monfort 1995-1996; DGRG; MacMullen 2000; PECS; Sear 2006.,40.0,Walls,"['Municipium', 'Rights and privileges']","['Circus', 'Temple', 'Theatre', 'Walls']",4,POINT (-3.623611 38.035833),694,,,,,5782.0,
694,Hanson2016_695,Celsa,Velilla del Ebro,Hispania Tarraconensis,Spain,3,25 E4,-27,,Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969.,6.0,Walls,"['Colonia', 'Rights and privileges']","['Bridge', 'Theatre']",2,POINT (-0.437853 41.374996),695,,,,,458.0,
695,Hanson2016_696,Clunia,Peñalba de Castro,Hispania Tarraconensis,Spain,2,25 B4,14,,BNP; Carreras Monfort 1995-1996; DGRG; PECS; Salmon 1969; Sear 2006.,70.0,Walls,"['Colonia', 'Conventus capital', 'Municipium']","['Basilica', 'Baths', 'Baths', 'Forum', 'Temple of Jupiter', 'Theatre', 'Unidentified public building', 'Urban grid']",8,POINT (-3.370101 41.781171),696,69.0,69.0,69.0,9327.0,12211.0,0.7638195070018835
696,Hanson2016_697,Dertosa,Tortosa,Hispania Tarraconensis,Spain,3,25 F5,-50,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; Salmon 1969.,,,"['Colonia?', 'Municipium?', 'Rights and privileges', 'Rights and privileges']",,0,POINT (0.5209550000000001 40.811004),697,,,,,1000.0,
697,Hanson2016_698,Dianium,Unknown,Hispania Tarraconensis,Spain,3,27 F3,-50,,DGRG; MacMullen 2000.,,,"['Municipium', 'Rights and privileges']",['Temple of Artemis?'],1,POINT (0.107511 38.842795),698,,,,,1000.0,
698,Hanson2016_699,Ebusus,Ebusus,Hispania Tarraconensis,Spain,3,27 G3,-500,,BNP.,,,"['Municipium', 'Rights and privileges']",,0,POINT (1.432264 38.90841),699,,,,,1000.0,
699,Hanson2016_700,Emporiae,Empúries,Hispania Tarraconensis,Spain,3,25 I3,-520,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; Golvin 1988; Hansen 2006; Hansen and Nielsen 2004; MacMullen 2000; PECS; Woloch 1983.,24.0,"Palaepolis, Neapolis, and the Roman settlement","['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Agora', 'Amphitheatre', 'Basilica', 'Baths', 'Curia', 'Forum', 'Harbour', 'Macellum', 'Palaestra', 'Stoa', ""Temple ('capitolium')"", 'Temple of Artemis', 'Temple of Asclepius', 'Temple of Serapis', 'Urban grid', 'Walls (Neapolis)', 'Walls (Palaepolis)', 'Walls (Roman)']",18,POINT (3.115825 42.13330300000001),700,70.0,70.0,70.0,2922.0,2922.0,1.0
700,Hanson2016_701,Ercavica,Cañaveruelas,Hispania Tarraconensis,Spain,4 or 5,25 C5,-50,,BNP; Carreras Monfort 1995-1996.,19.0,Walls,"['Municipium', 'Rights and privileges']",,0,POINT (-2.669748 40.433344),701,,,,,2138.0,
701,Hanson2016_702,Flaviobriga,Portugalete,Hispania Tarraconensis,Spain,4 or 5,25 B2,-50,,DGRG; PECS; Salmon 1969.,,,['Colonia'],,0,POINT (-3.219572 43.382784),702,,,,,1000.0,
702,Hanson2016_703,Gerunda,Gerona,Hispania Tarraconensis,Spain,4 or 5,25 H4,-80,,BNP; Carreras Monfort 1995-1996; DGRG; PECS.,5.0,Walls,"['Municipium?', 'Rights and privileges']","['Forum', 'Temple', 'Urban grid', 'Walls', 'Walls']",5,POINT (2.826608 41.987346),703,,,,,359.0,
703,Hanson2016_704,Gracchuris,Alfaro,Hispania Tarraconensis,Spain,4 or 5,25 D3,-179,,BNP; MacMullen 2000; PECS.,,,"['Colonia', 'Colonia', 'Municipium']",,0,POINT (-1.749167 42.178333),704,,,,,1000.0,
704,Hanson2016_705,Iamo,Ciudadela,Hispania Tarraconensis,Spain,3,27 inset,-123,,Carreras Monfort 1995-1996.,13.0,Inhabited area,"['Municipium', 'Rights and privileges', 'Rights and privileges']","['Forum', 'Harbour', 'Urban grid']",3,POINT (3.861187 40.00920900000001),705,,,,,1288.0,
705,Hanson2016_706,Iesso,Guissona,Hispania Tarraconensis,Spain,4 or 5,25 G4,-100,,Carreras Monfort 1995-1996.,20.0,Walls,,"['Forum', 'Urban grid', 'Walls']",3,POINT (1.290233 41.78715800000001),706,,,,,2290.0,
706,Hanson2016_707,Ilerda,Lérida,Hispania Tarraconensis,Spain,3,25 F4,-50,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS.,,,"['Colonia?', 'Municipium', 'Rights and privileges', 'Rights and privileges']",,0,POINT (0.625938 41.61595300000001),707,,,,,1000.0,
707,Hanson2016_708,Ilici,Elche,Hispania Tarraconensis,Spain,3,27 E3,-29,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969.,9.0,Walls,"['Colonia', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Baths', 'Forum?', 'Urban grid?', 'Walls']",5,POINT (-0.6953 38.2396),708,,,,,788.0,
708,Hanson2016_709,Ilugo,Venta de S. Andres,Hispania Tarraconensis,Spain,3,27 B3,-50,,BNP; Boatwright 2000; PECS.,,,['Municipium'],,0,POINT (-3.206444 38.247458),709,,,,,1000.0,
709,Hanson2016_710,Iuliobriga,Retortillo,Hispania Tarraconensis,Spain,3,24 G2,-50,,BNP; DGRG; PECS.,,,,['Forum'],1,POINT (-4.113918 42.985111),710,,,,,1000.0,
710,Hanson2016_711,Labitolosa,Cerro del Calvario,Hispania Tarraconensis,Spain,4 or 5,25 F3,-27,,,10.0,Inhabited area,"['Municipium', 'Rights and privileges']","['Baths', 'Baths', 'Curia', 'Forum']",4,POINT (0.287408 42.14469),711,,,,,907.0,
711,Hanson2016_712,Libisosa,Lezuza,Hispania Tarraconensis,Spain,3,27 C3,-27,,Brunt 1971; Cornell and Mathews 1982; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Rights and privileges']",,0,POINT (-2.353774 38.949019),712,,,,,1000.0,
712,Hanson2016_713,Lucentum,Tossal de Manises,Hispania Tarraconensis,Spain,3,27 E3,-201,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000; PECS.,2.0,Walls,"['Municipium', 'Rights and privileges']","['Baths', 'Baths', 'Forum', 'Temple', 'Temple', 'Walls']",6,POINT (-0.484794 38.346018),713,,,,,106.0,
713,Hanson2016_714,Lucus Augusti (Hispania Tarraconensis),Lugo,Hispania Tarraconensis,Spain,2,24 D1,-27,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000; PECS; Russell 1958.,41.0,Walls,"['Colonia', 'Conventus capital']","['Amphitheatre?', 'Aqueduct?', 'Basilica?', 'Baths', 'Bridge', 'Curia?', 'Mithraeum', 'Palaestra?', 'Sanctuary of Cybele?', ""Temple ('capitolium')"", 'Temple of Apollo?', 'Temple of Augustus', 'Temple of Bacchus?', 'Temple of Caelestis', 'Temple of Diana', 'Temple of Hercules?', 'Temple of Isis Augusta?', 'Temple of Isis Claudia?', 'Temple of Mars?', 'Temple of Mercury?', 'Temple of the Lares?', 'Temple of Venus?', 'Temple of Vulcan?', 'Theatre?', 'Walls']",25,POINT (-7.557873 43.011212),714,,,,,5976.0,
714,Hanson2016_715,Mago,Mahón,Hispania Tarraconensis,Spain,3,27 inset,-400,,BNP; Sear 2006.,,,,"['Forum', 'Fountain?', 'Harbour', 'Temple of Magna Mater and Attis', 'Theatre', 'Urban grid?', 'Walls']",7,POINT (4.251253 39.895863),715,,,,,1000.0,
715,Hanson2016_716,Mirobriga (Hispania Tarraconensis),Capilla,Hispania Tarraconensis,Spain,3,26 E3,-50,,BNP; DGRG; PECS.,,,['Municipium'],,0,POINT (-5.084293 38.82045),716,,,,,1000.0,
716,Hanson2016_717,Numantia,Numancia,Hispania Tarraconensis,Spain,3,25 C4,-27,,BNP; Carreras Monfort 1995-1996; DGRG; PECS.,24.0,Inhabited area,,"['Baths?', 'Forum', 'Temple', 'Theatre or amphitheatre?', 'Walls']",5,POINT (-2.444258 41.809586),717,,,,,2922.0,
717,Hanson2016_718,Osca,Huesca,Hispania Tarraconensis,Spain,3,25 E3,-50,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Sear 2006.,17.0,Walls,"['Colonia?', 'Municipium', 'Rights and privileges']","['Theatre', 'Walls']",2,POINT (-0.408898 42.140102),718,,,,,1843.0,
718,Hanson2016_719,Ossigi,Unknown,Hispania Tarraconensis,Spain,4 or 5,27 B4,-50,,MacMullen 2000.,,,['Municipium'],,0,POINT (-3.560304 37.848916),719,,,,,1000.0,
719,Hanson2016_720,Palma,Palma,Hispania Tarraconensis,Spain,3,27 inset,-123,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; MacMullen 2000; PECS.,6.0,Walls,"['Colonia', 'Municipium', 'Rights and privileges']",,0,POINT (2.649713 39.56882),720,,,,,458.0,
720,Hanson2016_721,Pollentia (Hispania Tarraconensis),Alcudia de Pollensa,Hispania Tarraconensis,Spain,3,27 inset,-123,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; Golvin 1988; MacMullen 2000; PECS; Sear 2006.,12.0,Walls,"['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre?', 'Forum', ""Temple ('capitolium')"", 'Theatre', 'Urban grid?', 'Walls']",6,POINT (3.017176 39.87768300000001),721,,,,,1157.0,
721,Hanson2016_722,Pompaelo,Pamplona,Hispania Tarraconensis,Spain,4 or 5,25 D3,-75,,BNP; Carreras Monfort 1995-1996; MacMullen 2000; PECS; Russell 1958.,15.0,Walls,"['Municipium', 'Rights and privileges']","['Baths', 'Forum', 'Macellum', 'Urban grid?']",4,POINT (-1.6428 42.817),722,,,,,1559.0,
722,Hanson2016_723,Roda,Rosas,Hispania Tarraconensis,Spain,4 or 5,25 I3,-600,,DGRG; Hansen and Nielsen 2004; PECS; Quinn and Wilson 2013.,,,,"['Agora', ""Temple ('capitolium')"", 'Urban grid']",3,POINT (3.169169 42.26748900000001),723,,,,,1000.0,
723,Hanson2016_724,Saetabis,Játiva,Hispania Tarraconensis,Spain,3,27 E2,-50,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000.,10.0,Walls,['Municipium'],,0,POINT (-0.5156390000000001 38.988847),724,,,,,907.0,
724,Hanson2016_725,Saguntum,Sagunto,Hispania Tarraconensis,Spain,3,27 E2,-210,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Russell 1958; Sear 2006.,27.0,Walls,"['Colonia', 'Municipium', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Aqueduct', 'Circus', 'Forum', 'Temple', ""Temple ('capitolium')"", 'Temple of Diana', 'Theatre', 'Urban grid?', 'Walls']",10,POINT (-0.277795 39.676202),725,,,,,3420.0,
725,Hanson2016_726,Salaria,Ubeda la Vieja,Hispania Tarraconensis,Spain,3,27 B4,-27,,Brunt 1971; Cornell and Mathews 1982; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Rights and privileges']",,0,POINT (-3.368532 38.008075),726,,,,,1000.0,
726,Hanson2016_727,Segeda,Belmonte del Perejil,Hispania Tarraconensis,Spain,3,25 D4,-153,-49.0,Carreras Monfort 1995-1996.,15.0,Walls,,"['Forum?', 'Urban grid?', 'Walls']",3,POINT (-1.51768 41.289132),727,,,,,1559.0,
727,Hanson2016_728,Segobriga,Cabezo del Griego,Hispania Tarraconensis,Spain,4 or 5,27 C2,-50,,BNP; Carreras Monfort 1995-1996; DGRG; Golvin 1988; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.,11.0,Walls,['Municipium'],"['Acropolis', 'Amphitheatre', 'Aqueduct', 'Basilica?', 'Baths (Flavian)', 'Circus?', 'Curia', 'Forum', 'Gymnasium', 'Macellum?', 'Sanctuary of Diana', 'Theatre', 'Walls']",13,POINT (-2.81302 39.88532100000001),728,71.0,71.0,71.0,1030.0,1030.0,1.0
728,Hanson2016_729,Segovia,Segovia,Hispania Tarraconensis,Spain,3,24 G4,-50,,BNP; DGRG; PECS.,,,['Municipium'],"['Aqueduct', 'Bridge', 'Bridge']",3,POINT (-4.119219999999999 40.949384),729,,,,,1000.0,
729,Hanson2016_730,Sisapo,La Bienvenida,Hispania Tarraconensis,Spain,4 or 5,27 A3,-50,,Carreras Monfort 1995-1996.,12.0,Walls,,"['Amphitheatre?', 'Walls']",2,POINT (-4.518296 38.646441),730,,,,,1157.0,
730,Hanson2016_731,Tarraco,Tarragona,Hispania Tarraconensis,Spain,1,25 G4,-218,,Benario 1981; Boatwright 2000; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; Golvin 1988; Humphrey 1986; MacMullen 2000; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Woloch 1983.,70.0,Walls,"['Colonia', 'Conventus capital', 'Provincial capital', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Arch of Bara', 'Basilica', 'Baths', 'Capitolium', 'Circus', 'Comitium', 'Fort?', 'Forum', 'Harbour', 'Nymphaeum', 'Temple of Augustus', 'Temple of Isis?', 'Temple of Jupiter Ammon?', 'Temple of Jupiter and Europa', 'Theatre', 'Urban grid', 'Walls (Iberian)', 'Walls (Republican)', 'Walls (Roman)']",22,POINT (1.25763 41.117936),731,72.0,72.0,72.0,12211.0,12211.0,1.0
731,Hanson2016_732,Termes,Tiermes,Hispania Tarraconensis,Spain,4 or 5,25 B4,-50,,BNP; Carreras Monfort 1995-1996; DGRG; PECS.,19.0,Walls,,"['Acropolis', 'Aqueduct?', 'Basilica', 'Baths', 'Baths', 'Baths?', 'Forum', 'Temple', 'Walls', 'Walls']",10,POINT (-3.148649 41.331017),732,,,,,2138.0,
732,Hanson2016_733,Toletum,Toledo,Hispania Tarraconensis,Spain,3,27 A2,-50,,BNP; Carreras Monfort 1995-1996; DGRG; Nelis-Clément and Roddaz 2008; PECS.,5.0,Walls,['Rights and privileges'],"['Amphitheatre', 'Aqueduct', 'Circus', 'Theatre']",4,POINT (-4.024491 39.85668),733,,,,,359.0,
733,Hanson2016_734,Turiaso,Tarazona,Hispania Tarraconensis,Spain,4 or 5,25 D4,-50,,Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000.,,,"['Municipium', 'Rights and privileges']",,0,POINT (-1.726083 41.904789),734,,,,,1000.0,
734,Hanson2016_735,Uxama,Osma,Hispania Tarraconensis,Spain,4 or 5,25 B4,-50,,Carreras Monfort 1995-1996; DGRG; PECS.,26.0,Walls,,"['Basilica', 'Baths', 'Forum', 'Walls']",4,POINT (-3.082109 41.585279),735,,,,,3252.0,
735,Hanson2016_736,Valentia (Hispania Tarraconensis) (1),Valencia,Hispania Tarraconensis,Spain,3,27 E2,-138,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969.,37.0,Walls,"['Colonia', 'Colonia', 'Colonia?', 'Rights and privileges', 'Rights and privileges']","['Circus?', 'Forum', 'Temple', 'Urban grid', 'Walls']",5,POINT (-0.375507 39.475798),736,,,,,5210.0,
736,Hanson2016_737,Valentia (Hispania Tarraconensis) (2),Valencia,Hispania Tarraconensis,Spain,3,27 E2,-138,,BNP; Carreras Monfort 1995-1996; DGRG; PECS; Russell 1958.,10.0,Walls,"['Colonia', 'Rights and privileges']",['Walls'],1,POINT (-0.376814 39.470371),737,,,,,907.0,
737,Hanson2016_738,Valeria,Valera la Vieja,Hispania Tarraconensis,Spain,3,27 C2,-50,,Carreras Monfort 1995-1996; DGRG.,14.0,Walls,['Colonia?'],,0,POINT (-2.14935 39.811189),738,,,,,1422.0,
738,Hanson2016_739,Abella,Avella,Italia (I Latium and Campania),Italy,3,44 G4,-600,,Beloch 1880; Bomgardner 2000; Cornell and Mathews 1982; de Ligt 2012; DGRG; PECS; Salmon 1969; Salmon 1969; Sear 2006.,28.0,Walls,['Colonia'],"['Amphitheatre', 'Forum', 'Temple', 'Temple', 'Theatre', 'Urban grid?', 'Walls']",7,POINT (14.601389 40.96),739,,,,,3590.0,
